bank,comment,rating,source,time,target,language
Citibank HK,"Mofo...with all the money they have, they developed a login fail screen for user ? What the heck is generic error?
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,04/04/2019 22:53,HK Bank,en
Citibank HK,Very low IT maintainance. Alway got stuck. Pls have some proper IT ENGINEER IN HK. Poor quality and inconsitent with citi image.,1,AppStore,25/12/2018 13:41,HK Bank,en
Citibank HK,"Extremely unstable and difficult to use, as expected for a normal made-in-HK app. Can’t believe this is an app of a BANK.",1,AppStore,15/12/2018 15:51,HK Bank,en
Citibank HK,"Unable to activate my credit card by hotline , app, or website this app and banks really gives u a hard time",1,AppStore,29/09/2018 00:09,HK Bank,en
Citibank HK,"App is not able to load in iPhone Xs max, no service at all for days, when this will be fixed ?",1,AppStore,25/09/2018 15:37,HK Bank,en
Citibank HK,Does any technical team from Citibank trying to fixed it?????? It has been a few weeks that fail to login in .,1,AppStore,24/10/2017 11:53,HK Bank,en
DBS digibank Hong Kong,i filling like they try and try to make late fee from customer every way.if you are they customer will know how.,1,AppStore,05/07/2019 22:05,HK Bank,en
DBS digibank Hong Kong,"Keeps asking me to update the app and not letting me use any function, when I already have the latest version installed",1,AppStore,02/12/2017 12:23,HK Bank,en
Heng Seng Bank,"It crash every time I try to open it, I can’t believe it has been over 10 days the problem still there.",1,AppStore,13/03/2019 23:45,HK Bank,en
Heng Seng Bank,Essentially a sluggish browser that offers no additional functions that what I would have got from Safari. I rather use Safari instead.,1,AppStore,03/12/2018 19:53,HK Bank,en
Heng Seng Bank,Unable to log in for days! What’s wrong? I cannot believe an online banking mobile app that has problems with logging in,1,AppStore,20/07/2018 11:49,HK Bank,en
Heng Seng Bank,"Not user friendly
Very limited function 
Have to switch to full website version most of the time. I miss the mobile site!!!!",1,AppStore,06/01/2016 08:40,HK Bank,en
HSBC HK,"When I log in the system, information to guide you to login is wrong...
Finally my account is locked
Extremely user unfriendly",1,AppStore,18/01/2019 14:08,HK Bank,en
HSBC HK,"as title, bugs!!!! no keyboard popup when a field needa input no. or name, I m using iphone7 with the updated ios",1,AppStore,13/09/2018 14:58,HK Bank,en
PayMe,"gets stuck on landing screen 90% of the time ... this has been happening for at least two versions.... fix this, NOW",1,AppStore,07/11/2019 16:51,HK Bank,en
PayMe,I wait for more than 10mins on the loading page with PayMe icon after upgrade. Have anyone tested well before launch? Disappointed!!!!,1,AppStore,26/10/2019 00:25,HK Bank,en
PayMe,"tried > 10 times, still failed to verify email address. I think their server or their app logics went wrong. so disappointing...",1,AppStore,29/09/2019 16:09,HK Bank,en
PayMe,"My WiFi is good, and it can search other web page unless this app.
This app keep loading when it update.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,03/09/2019 09:48,HK Bank,en
PayMe,"when doing ban account setup etc, it always goes to a dead end and can’t go back, unless closing the app
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/08/2019 11:07,HK Bank,en
PayMe,"Tried 20 times to verify my HK ID and get error message... give up.. no number to call, no support, no anything...",1,AppStore,19/05/2019 15:30,HK Bank,en
PayMe,"As soon as I open the app and search a contact, it crashes. Retry several times and still crash, piece of junk",1,AppStore,28/03/2019 14:23,HK Bank,en
PayMe,"I scan my id card a hundred time finally and i cant get my acc.
Who can expand what happens to me?",1,AppStore,20/08/2018 13:16,HK Bank,en
PayMe,"I have updated the app and I cant open the app, it just freezed in the title screen, pls fix asap!!!!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,17/06/2018 00:50,HK Bank,en
PayMe,cant open the app. keep stay at the logo page! how can I transfer money from app to bank now? pls update!,1,AppStore,20/05/2018 01:36,HK Bank,en
PayMe,It must be link up a Credit Card before make payment to friends by PayMe available cash after upgrade to new version!!!???,1,AppStore,04/05/2018 16:21,HK Bank,en
PayMe,"Too slow. Always on high demand and cannot process the request. Never be able to meet the aim of instant payment.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,11/01/2018 14:09,HK Bank,en
PayMe,"I got bounced out from the app the moment I key in the pin used for authorization for the first time
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,19/07/2017 14:48,HK Bank,en
PayMe,Thanks to the useless developer. Wait for 2 days for the email to activate the account. Worst app I never had before.,1,AppStore,09/02/2017 20:55,HK Bank,en
PayMe,"i keep encountering error issue when doing every single steps from registration, verify email to login. waste my time. still cant access",1,AppStore,08/02/2017 09:00,HK Bank,en
SC Mobile Hong Kong,"SC Mobile App does not support the new iPhone XS Max.  When the time intends to open the App, it is quitted.",1,AppStore,24/09/2018 18:56,HK Bank,en
SC Mobile Hong Kong,Doesn't work on iPhone xs max iOS 12 even after the update this morning. Works perfectly on iPhone 7 with iOS 12.,1,AppStore,23/09/2018 16:15,HK Bank,en
SC Mobile Hong Kong,The touch ID is just simply not working. The app even declines me to reset the touch ID by deactivating and reactivating.,1,AppStore,27/05/2018 17:11,HK Bank,en
SC Mobile Hong Kong,First page doesn’t have any hints to swipe to the right so I thought it was loading. U wasted my valuable time.,1,AppStore,27/03/2018 23:45,HK Bank,en
SC Mobile Hong Kong,"how to upgrade when there’s no button to press to do so ���
and now i can’t even use the mobile banking",1,AppStore,02/11/2017 11:14,HK Bank,en
AlipayHK,"It is a huge app with not much benefits. It needs a wifi connection to work. Uninstall, complete waste of memory space!",1,GooglePlay,03-Nov-18,HK Bank,en
AlipayHK,Doesn't work without granting a permission to spy on me. Sends all the spying data straight to the government. No English version.,1,GooglePlay,18-Mar-18,HK Bank,en
PayMe,New update is terrible. After inputting password to pay it prompts you again and again and it makes the payment multiple times,1,GooglePlay,02-Sep-19,HK Bank,en
PayMe,My device is not rooted yet this app says my device is rooted. I am no longer able to use the app,1,GooglePlay,28-Aug-19,HK Bank,en
PayMe,Had half of my savings stolen through this app and Payme take no responsibility for the poor security between themselves and HSBC.,1,GooglePlay,26-Sep-19,HK Bank,en
PayMe,"a lot of issue yet to be fixed, log me out all the time, and error message pop out all the time",1,GooglePlay,28-Mar-19,HK Bank,en
PayMe,"Cannot reset password, cannot even login in after being abroad. Where is my money? The worst payment app i have ever used",1,GooglePlay,02-Oct-18,HK Bank,en
PayMe,The error code 10400 keeps showing when the app is opened. Support team just asked me not to use the app anymore.,1,GooglePlay,10-Aug-18,HK Bank,en
PayMe,Reinstalled on a new phone (galaxy s9+) and it doesn't work. Keeps telling me to try again later. Now I cant collect,1,GooglePlay,"April 3, 2018",HK Bank,en
BEA,Close to useless. Fixed deposits not shown. Fund balance not shown. No e-statement. No e-cheque. Tons of marketing promotions. Are you serious?,1,GooglePlay,26-Sep-18,HK Bank,en
Boc Pay,Rubbish apps and the bank branch employee tried every method to trick u to download the apps to boost its download amount,1,GooglePlay,15-Jul-19,HK Bank,en
Citibank HK,A lot of bank/credit card functions can't be performed by this app. The RETURN key doesn't work for exiting from the app.,1,GooglePlay,21-Mar-19,HK Bank,en
Citibank HK,"The apps is too slow. No mater the apps is using mobile network or wifi , the performance is don't work smoothly",1,GooglePlay,10-Dec-18,HK Bank,en
Citibank HK,Can't use on rooted phone I know the risks of using rooted android phones citibank now let me use the dam app,1,GooglePlay,16-Dec-16,HK Bank,en
Citibank HK,Thank you for playing... My rooted up to date phone is apparently less secure than the unrooted stock phone with obsolete firmware.,1,GooglePlay,08-Jan-17,HK Bank,en
Citibank HK,"After receiving the SMS one time pw, it will change to a loading screen, cant log in to my stock trade platform.",1,GooglePlay,21-Jun-17,HK Bank,en
Dah Sing Bank,Keep auto launch in background for nothing. Very annoying. UI responsed very slowly. Every single page loaded for a second or more.,1,GooglePlay,09-Sep-18,HK Bank,en
DBS Omni,InstaRedeem for 8%off button not working probably. All I've got is $2 off a $414 transaction. Worst app ever! Full of bugs!,1,GooglePlay,14-May-18,HK Bank,en
DBS digibank Hong Kong,"After the new update, I gotta uninstall and reinstall in order to access the login page. This is the weirdest thing ever.",1,GooglePlay,02-Oct-18,HK Bank,en
ICBC,The set-up for online banking is so complex and onerous that I've decided not to avail of it after several failed attempts.,1,GooglePlay,13-Nov-19,HK Bank,en
ICBC,"useless, all errors cant even check my cc statement etc. buggy ui and bad design.. at least BOC is little bit better",1,GooglePlay,01-Oct-19,HK Bank,en
Heng Seng Bank,Yet another buggy bank app. Keep saying my mobile security key is wrong and locked me out. Stay away until it's fixed.,1,GooglePlay,07-Mar-19,HK Bank,en
Heng Seng Bank,"Need to access contact? Will not update your app, as I don't think a sensitive banking app need to access my contact",1,GooglePlay,13-Aug-16,HK Bank,en
Heng Seng Bank,App says my phone is modified and does not allow me to launch. My phone is stock without any modification. Fix this,1,GooglePlay,29-May-18,HK Bank,en
HSBC HK,Very slow application and didnt accept my security code leading to both mobile and internet banking being blocked. What a terrible experience.,1,GooglePlay,"April 12, 2019",HK Bank,en
HSBC HK,1) Cannot log-in using Android 10. 2) After one year still not working properly on Pixel 3 Not designed for pixel 3,1,GooglePlay,16-Sep-19,HK Bank,en
HSBC HK,Still no mobile payments for latest phones Nexus 6p still not supported for mobile payments.. It's a 1 year old phone now,1,GooglePlay,28-Oct-16,HK Bank,en
HSBC HK,"the worst app ever! by activating the mobile security device, my security device is not working automatically, all the services are blocked,",1,GooglePlay,20-Jul-17,HK Bank,en
CCB,Keeps spinning. Gives an error message in Chinese which a non-Chinese customer cannot read... Did not allow me to log in... (23Jun2019).,1,GooglePlay,23-Jun-19,HK Bank,en
SC,really bad user experience . not well designed for customers who want to keep track on sc credit card limit or notifications.,1,GooglePlay,03-Jun-19,HK Bank,en
SC,Useless with rooted device There's no regulatory requirement to block rooted device. I transferred some my funds to hsbc for convenient operation.,1,GooglePlay,16-Mar-16,HK Bank,en
SC Mobile Hong Kong,"Thanks for the update. So far it’s working fine on my phone. Keep it up and roll out the release in time!
 ----------------------------------------------------------------------------------------- 
 ",4,AppStore,23/09/2019 09:49,HK Bank,en
AlipayHK,"It is a very good apps, helping me with daily shopping. Listing of what I had purchased is detailed enough for my records.",5,AppStore,01/11/2018 15:41,HK Bank,en
